gene	position	subunit	MFH	normalized_MFH	type
TraesCS4A01G334400	1941	S3	1.219915783	-0.650729412	TVGs
TraesCS4A01G336800	860	S3	1.23119026	-0.644347388	TVGs
TraesCS4A01G339500	188	S3	1.43633793	-0.528221607	TVGs
TraesCS4A01G355600	1608	S3	1.36463669	-0.568808773	TVGs
TraesCS4A01G356200	508	S3	1.618979133	-0.424835825	TVGs
TraesCS4A01G388000	811	S3	3.078375176	0.401269121	TVGs
TraesCS4A01G419400	282	S3	3.110552203	0.419483232	TVGs
TraesCS4A01G419800	1748	S3	1.786791274	-0.329844174	TVGs
TraesCS4A01G434000	1574	S3	2.663098938	0.166198075	TVGs
TraesCS4A01G499200	1560	S3	1.420615478	-0.53712145	TVGs
TraesCS4B01G009500	240	S3	1.491383599	-0.497062485	TVGs
TraesCS4B01G051600	733	S3	3.952256448	0.895937888	TVGs
TraesCS4B01G059500	133	S3	4.124727963	0.993567022	TVGs
TraesCS4B01G082100	1810	S3	1.017312924	-0.765414679	TVGs
TraesCS4B01G090600	1184	S3	2.072636507	-0.168038774	TVGs
TraesCS4B01G121300	187	S3	5.050360197	1.517529911	TVGs
TraesCS4B01G155800	1378	S3	2.052688057	-0.179330783	TVGs
TraesCS4B01G179300	1161	S3	6.757608559	2.483934009	TVGs
TraesCS4B01G187600	218	S3	3.216611791	0.479519266	TVGs
TraesCS4B01G197400	1455	S3	1.093175342	-0.722472039	TVGs
TraesCS4B01G205100	355	S3	2.102209739	-0.151298566	TVGs
TraesCS4B01G208900	1735	S3	7.70848211	3.022184985	TVGs
TraesCS4B01G209000	1160	S3	2.058636924	-0.17596337	TVGs
TraesCS4B01G213400	938	S3	2.791580572	0.238926321	TVGs
TraesCS4B01G224800	307	S3	4.659361632	1.296201472	TVGs
TraesCS4B01G272400	1136	S3	1.852270682	-0.292778935	TVGs
TraesCS4B01G278100	244	S3	5.72227153	1.897871682	TVGs
TraesCS4B01G283700	935	S3	1.431468493	-0.530977998	TVGs
TraesCS4B01G296300	1115	S3	1.196878709	-0.663769766	TVGs
TraesCS4B01G299100	1381	S3	1.357396691	-0.572907043	TVGs
TraesCS4B01G323300	1949	S3	3.854822112	0.84078426	TVGs
TraesCS4B01G339500	433	S3	1.374833317	-0.563036876	TVGs
TraesCS4B01G345600	1946	S3	1.785347825	-0.330661252	TVGs
TraesCS4B01G356900	454	S3	1.192299296	-0.666361986	TVGs
TraesCS4D01G042000	535	S3	1.127338421	-0.703133705	TVGs
TraesCS4D01G052800	711	S3	2.389962764	0.011586758	TVGs
TraesCS4D01G068900	1521	S3	2.401787847	0.018280458	TVGs
TraesCS4D01G080600	1943	S3	1.3738003	-0.563621625	TVGs
TraesCS4D01G080700	91	S3	1.749490145	-0.350958831	TVGs
TraesCS4D01G105300	756	S3	1.503983272	-0.489930321	TVGs
TraesCS4D01G167900	975	S3	1.138203607	-0.696983363	TVGs
TraesCS4D01G176300	971	S3	2.928218434	0.316271476	TVGs
TraesCS4D01G179700	1641	S3	2.94370952	0.325040352	TVGs
TraesCS4D01G189000	429	S3	3.399501062	0.583045469	TVGs
TraesCS4D01G205000	433	S3	1.920540716	-0.254134036	TVGs
TraesCS4D01G206000	343	S3	1.97980945	-0.220584408	TVGs
TraesCS4D01G214100	999	S3	2.740667109	0.210106273	TVGs
TraesCS4D01G225400	316	S3	3.639812457	0.719076009	TVGs
TraesCS4D01G230700	237	S3	1.227794965	-0.646269327	TVGs
TraesCS4D01G251700	232	S3	2.760209704	0.221168544	TVGs
TraesCS4D01G267600	273	S3	1.31213469	-0.598528027	TVGs
TraesCS4D01G267800	306	S3	1.533904027	-0.472993394	TVGs
TraesCS4D01G271500	1185	S3	1.587123029	-0.442868274	TVGs
TraesCS4D01G276500	252	S3	6.081933702	2.10146186	TVGs
TraesCS4D01G279900	1327	S3	1.223754045	-0.648556728	TVGs
TraesCS4D01G281200	1803	S3	2.362360058	-0.004038015	TVGs
TraesCS4D01G298000	1583	S3	1.492415754	-0.496478224	TVGs
TraesCS4D01G303400	554	S3	4.727256312	1.334633898	TVGs
TraesCS4D01G323600	1866	S3	1.644318718	-0.410492113	TVGs
TraesCS4D01G359000	1248	S3	1.734752283	-0.359301338	TVGs
TraesCS4D01G365100	368	S3	1.295667445	-0.607849467	TVGs
TraesCS5A01G009800	68	S3	2.632149519	0.148678864	TVGs
TraesCS5A01G018200	87	S3	3.302088814	0.527904344	TVGs
TraesCS5A01G038800	583	S3	1.417113337	-0.53910387	TVGs
TraesCS5A01G046100	1252	S3	1.054092961	-0.744594991	TVGs
TraesCS5A01G059600	1932	S3	1.008219679	-0.770561996	TVGs
TraesCS5A01G076300	1356	S3	1.679051844	-0.390831098	TVGs
TraesCS5A01G098200	46	S3	1.716406507	-0.369686138	TVGs
TraesCS5A01G105100	1284	S3	1.910967887	-0.259552827	TVGs
TraesCS5A01G139000	303	S3	1.403740258	-0.546673828	TVGs
TraesCS5A01G144000	520	S3	1.867739861	-0.28402246	TVGs
TraesCS5A01G150800	1102	S3	1.694255405	-0.382224979	TVGs
TraesCS5A01G163300	651	S3	1.201189452	-0.661329629	TVGs
TraesCS5A01G164700	1407	S3	1.426146649	-0.533990478	TVGs
TraesCS5A01G176600	104	S3	1.674401061	-0.393463718	TVGs
TraesCS5A01G204400	1496	S3	3.582715244	0.686755591	TVGs
TraesCS5A01G212500	297	S3	2.26300607	-0.06027828	TVGs
TraesCS5A01G215200	785	S3	3.790642813	0.80445496	TVGs
TraesCS5A01G220200	1238	S3	1.651638143	-0.406348883	TVGs
TraesCS5A01G246700	680	S3	2.809078419	0.248831142	TVGs
TraesCS5A01G251000	200	S3	3.079884464	0.402123468	TVGs
TraesCS5A01G251200	1525	S3	1.521683615	-0.479910874	TVGs
TraesCS5A01G268100	240	S3	4.169535821	1.018930934	TVGs
TraesCS5A01G296200	59	S3	3.229996982	0.48709608	TVGs
TraesCS5A01G299100	1353	S3	1.461389806	-0.514040756	TVGs
TraesCS5A01G337100	914	S3	1.286373405	-0.613110446	TVGs
TraesCS5A01G342600	256	S3	1.982819665	-0.218880448	TVGs
TraesCS5A01G347000	76	S3	2.976129717	0.343392111	TVGs
TraesCS5A01G392100	471	S3	2.10457845	-0.149957735	TVGs
TraesCS5A01G394900	1039	S3	2.555701238	0.10540459	TVGs
TraesCS5A01G404500	1326	S3	1.482628477	-0.502018405	TVGs
TraesCS5A01G444300	610	S3	2.497639051	0.07253794	TVGs
TraesCS5A01G453900	1880	S3	2.688016607	0.180302958	TVGs
TraesCS5A01G469000	775	S3	1.11564693	-0.709751784	TVGs
TraesCS5A01G469800	294	S3	1.532599816	-0.473731655	TVGs
TraesCS5A01G473800	1044	S3	1.646496754	-0.409259215	TVGs
TraesCS5A01G484800	1560	S3	1.573567406	-0.450541563	TVGs
TraesCS5A01G516300	1699	S3	1.832558058	-0.303937453	TVGs
TraesCS5A01G528400	88	S3	1.440141102	-0.526068786	TVGs
TraesCS5B01G005300	1914	S3	4.857842922	1.408553685	TVGs
TraesCS5B01G007500	74	S3	3.867483869	0.847951567	TVGs
TraesCS5B01G007600	840	S3	1.169822887	-0.67908497	TVGs
TraesCS5B01G023900	76	S3	3.262587631	0.505544325	TVGs
TraesCS5B01G082400	1309	S3	1.612479812	-0.428514827	TVGs
TraesCS5B01G108300	1731	S3	1.550596122	-0.463544676	TVGs
TraesCS5B01G126800	1245	S3	1.410368383	-0.542921915	TVGs
TraesCS5B01G138100	290	S3	1.747773029	-0.351930821	TVGs
TraesCS5B01G173300	103	S3	1.742385863	-0.354980277	TVGs
TraesCS5B01G208600	799	S3	6.251539179	2.197468646	TVGs
TraesCS5B01G218600	16	S3	7.355904855	2.822605292	TVGs
TraesCS5B01G243700	981	S3	2.601067686	0.131084698	TVGs
TraesCS5B01G245700	862	S3	13.60681282	6.360990924	TVGs
TraesCS5B01G249000	209	S3	2.834860745	0.263425472	TVGs
TraesCS5B01G295400	57	S3	2.086425862	-0.160233179	TVGs
TraesCS5B01G295600	159	S3	3.007141704	0.36094674	TVGs
TraesCS5B01G305700	200	S3	1.362693719	-0.56990861	TVGs
TraesCS5B01G315100	1105	S3	1.21612648	-0.652874383	TVGs
TraesCS5B01G330800	1697	S3	1.343678016	-0.580672629	TVGs
TraesCS5B01G331700	139	S3	1.567076018	-0.454216075	TVGs
TraesCS5B01G335100	827	S3	1.224508637	-0.648129584	TVGs
TraesCS5B01G359800	1238	S3	2.301270979	-0.038618066	TVGs
TraesCS5B01G399800	1045	S3	3.39864073	0.58255847	TVGs
TraesCS5B01G399900	718	S3	1.947657417	-0.238784371	TVGs
TraesCS5B01G442000	1200	S3	1.860571249	-0.288080321	TVGs
TraesCS5B01G482400	345	S3	1.494241737	-0.495444609	TVGs
TraesCS5B01G490800	403	S3	6.671978232	2.435462152	TVGs
TraesCS5B01G491200	553	S3	4.789014368	1.369592631	TVGs
TraesCS5B01G491500	1012	S3	2.310775886	-0.033237724	TVGs
TraesCS5B01G534100	1962	S3	2.599471151	0.130180964	TVGs
TraesCS5B01G536500	767	S3	1.405214777	-0.545839163	TVGs
TraesCS5B01G559300	1656	S3	1.750165431	-0.350576579	TVGs
TraesCS5B01G561000	1972	S3	1.383742975	-0.557993479	TVGs
TraesCS5D01G014400	73	S3	2.493920703	0.070433134	TVGs
TraesCS5D01G014700	52	S3	4.451853441	1.178739496	TVGs
TraesCS5D01G089700	1311	S3	2.144416883	-0.127406812	TVGs
TraesCS5D01G100700	1309	S3	1.557405428	-0.459690204	TVGs
TraesCS5D01G114300	1250	S3	1.547292681	-0.46541462	TVGs
TraesCS5D01G139400	256	S3	1.318918367	-0.594688062	TVGs
TraesCS5D01G140900	883	S3	2.829111413	0.260171008	TVGs
TraesCS5D01G141200	571	S3	2.732196474	0.20531139	TVGs
TraesCS5D01G152700	297	S3	1.721510142	-0.366797177	TVGs
TraesCS5D01G154300	1393	S3	1.470821938	-0.508701608	TVGs
TraesCS5D01G160900	549	S3	1.183075817	-0.671583024	TVGs
TraesCS5D01G165000	117	S3	2.556703213	0.105971768	TVGs
TraesCS5D01G170400	147	S3	1.860871845	-0.287910166	TVGs
TraesCS5D01G178300	550	S3	2.240319223	-0.073120385	TVGs
TraesCS5D01G180200	422	S3	4.422141861	1.161920975	TVGs
TraesCS5D01G180300	89	S3	1.412120756	-0.541929968	TVGs
TraesCS5D01G188900	741	S3	1.705463079	-0.375880769	TVGs
TraesCS5D01G211700	1229	S3	1.477591211	-0.504869797	TVGs
TraesCS5D01G216100	1538	S3	2.85110845	0.272622639	TVGs
TraesCS5D01G216800	800	S3	6.067745326	2.093430395	TVGs
TraesCS5D01G276100	224	S3	3.704403612	0.755638444	TVGs
TraesCS5D01G280700	1196	S3	9.459339017	4.013274113	TVGs
TraesCS5D01G303400	56	S3	1.823859591	-0.308861302	TVGs
TraesCS5D01G312200	1074	S3	1.350993217	-0.57653179	TVGs
TraesCS5D01G342600	976	S3	1.948525652	-0.238292898	TVGs
TraesCS5D01G347400	1136	S3	1.51454389	-0.483952383	TVGs
TraesCS5D01G353400	120	S3	2.930605412	0.317622647	TVGs
TraesCS5D01G366400	1290	S3	1.957970694	-0.232946443	TVGs
TraesCS5D01G376000	835	S3	1.574574363	-0.449971566	TVGs
TraesCS5D01G404300	1068	S3	3.47030081	0.623122337	TVGs
TraesCS5D01G408200	933	S3	4.710604638	1.325208061	TVGs
TraesCS5D01G450100	31	S3	1.830496789	-0.305104254	TVGs
TraesCS5D01G452000	611	S3	2.395115373	0.014503441	TVGs
TraesCS5D01G454000	910	S3	11.7684545	5.320370793	TVGs
TraesCS5D01G489000	1069	S3	2.222880413	-0.082991788	TVGs
TraesCS5D01G515800	402	S3	1.148158029	-0.691348568	TVGs
TraesCS5D01G534000	787	S3	1.006644943	-0.77145339	TVGs
TraesCS5D01G552100	1476	S3	2.131293268	-0.134835559	TVGs
TraesCS5D01G556400	1006	S3	1.697155488	-0.380583359	TVGs
TraesCS6A01G041900	187	S3	1.41914624	-0.537953126	TVGs
TraesCS6A01G048600	1401	S3	1.286345442	-0.613126275	TVGs
TraesCS6A01G094300	893	S3	2.911799674	0.306977481	TVGs
TraesCS6A01G101800	1838	S3	1.611298171	-0.429183706	TVGs
TraesCS6A01G108300	828	S3	1.622523633	-0.422829427	TVGs
TraesCS6A01G112500	254	S3	3.742482768	0.777193511	TVGs
TraesCS6A01G121500	1330	S3	1.075967623	-0.732212631	TVGs
TraesCS6A01G123300	290	S3	2.862276692	0.278944529	TVGs
TraesCS6A01G132200	1654	S3	1.502525103	-0.490755731	TVGs
TraesCS6A01G136700	1540	S3	2.182698676	-0.105737041	TVGs
TraesCS6A01G215700	1940	S3	1.273446756	-0.620427698	TVGs
TraesCS6A01G217500	314	S3	2.339286936	-0.017098774	TVGs
TraesCS6A01G228900	1253	S3	2.582616434	0.120640192	TVGs
TraesCS6A01G247900	104	S3	2.053612445	-0.178807524	TVGs
TraesCS6A01G283700	541	S3	2.717441864	0.196959403	TVGs
TraesCS6A01G292600	829	S3	3.251797119	0.499436254	TVGs
TraesCS6A01G306800	1857	S3	1.032948853	-0.756563813	TVGs
TraesCS6A01G312400	1903	S3	3.669671494	0.735978	TVGs
TraesCS6A01G314500	139	S3	1.871432496	-0.281932209	TVGs
TraesCS6A01G320100	1868	S3	1.190051787	-0.66763421	TVGs
TraesCS6A01G321300	658	S3	2.939544826	0.322682887	TVGs
TraesCS6A01G323800	387	S3	7.591644027	2.956047682	TVGs
TraesCS6A01G374700	137	S3	1.471782865	-0.508157666	TVGs
TraesCS6A01G383700	1834	S3	1.912013606	-0.258960888	TVGs
TraesCS6A01G411900	1930	S3	1.802022762	-0.321222246	TVGs
TraesCS6B01G027800	1087	S3	1.439644716	-0.52634977	TVGs
TraesCS6B01G056100	1356	S3	1.357252791	-0.572988499	TVGs
TraesCS6B01G074100	15	S3	2.581129729	0.119798628	TVGs
TraesCS6B01G128200	743	S3	2.828732102	0.259956296	TVGs
TraesCS6B01G141700	251	S3	3.589329325	0.690499555	TVGs
TraesCS6B01G164900	1116	S3	2.349797991	-0.011148892	TVGs
TraesCS6B01G178500	1259	S3	2.016976863	-0.199545442	TVGs
TraesCS6B01G184100	16	S3	1.225152355	-0.647765201	TVGs
TraesCS6B01G192200	557	S3	1.065310139	-0.738245401	TVGs
TraesCS6B01G217300	990	S3	1.515485061	-0.483419624	TVGs
TraesCS6B01G257800	896	S3	2.418713086	0.02786115	TVGs
TraesCS6B01G260100	373	S3	3.031862539	0.374940203	TVGs
TraesCS6B01G261900	341	S3	1.186053927	-0.669897237	TVGs
TraesCS6B01G278100	1577	S3	1.22737927	-0.646504635	TVGs
TraesCS6B01G298500	1733	S3	4.286810515	1.085315385	TVGs
TraesCS6B01G304200	1867	S3	1.803878881	-0.320171572	TVGs
TraesCS6B01G313900	1417	S3	1.445237999	-0.523183639	TVGs
TraesCS6B01G337300	453	S3	2.649611179	0.158563202	TVGs
TraesCS6B01G344500	172	S3	2.045889592	-0.183179118	TVGs
TraesCS6B01G352000	670	S3	1.578703426	-0.44763427	TVGs
TraesCS6B01G354400	376	S3	6.720198726	2.462757819	TVGs
TraesCS6B01G370600	1542	S3	1.892200992	-0.270176005	TVGs
TraesCS6D01G017100	858	S3	3.131032116	0.431076081	TVGs
TraesCS6D01G055200	137	S3	1.305975068	-0.602014739	TVGs
TraesCS6D01G057800	1712	S3	2.468828102	0.056229229	TVGs
TraesCS6D01G087400	1024	S3	1.451262568	-0.519773375	TVGs
TraesCS6D01G094700	570	S3	1.946096295	-0.239668059	TVGs
TraesCS6D01G097400	229	S3	4.251788362	1.065490764	TVGs
TraesCS6D01G102700	254	S3	3.163713197	0.449575516	TVGs
TraesCS6D01G104800	823	S3	1.112608652	-0.71147163	TVGs
TraesCS6D01G112400	1503	S3	1.351229616	-0.576397974	TVGs
TraesCS6D01G140100	1118	S3	1.408059775	-0.544228725	TVGs
TraesCS6D01G144400	588	S3	1.747516432	-0.35207607	TVGs
TraesCS6D01G153100	1675	S3	1.151493038	-0.689460755	TVGs
TraesCS6D01G185500	1378	S3	1.089032569	-0.724817095	TVGs
TraesCS6D01G189700	247	S3	2.359861599	-0.005452291	TVGs
TraesCS6D01G199400	65	S3	1.144700276	-0.693305862	TVGs
TraesCS6D01G211900	1134	S3	1.845390466	-0.296673547	TVGs
TraesCS6D01G216000	305	S3	3.554754177	0.670927965	TVGs
TraesCS6D01G257000	757	S3	1.345785113	-0.579479887	TVGs
TraesCS6D01G285100	143	S3	1.604190412	-0.433207121	TVGs
TraesCS6D01G287800	427	S3	1.743532736	-0.354331079	TVGs
TraesCS6D01G289800	308	S3	4.014976192	0.931440993	TVGs
TraesCS6D01G322200	164	S3	1.756642005	-0.346910453	TVGs
TraesCS6D01G322300	166	S3	9.765746413	4.18671892	TVGs
TraesCS6D01G330800	366	S3	1.08357818	-0.727904603	TVGs
TraesCS6D01G370900	27	S3	1.871262013	-0.282028713	TVGs
TraesCS6D01G374200	1770	S3	1.867227348	-0.284312573	TVGs
TraesCS6D01G380800	1173	S3	1.928548286	-0.249601275	TVGs
TraesCS6D01G385600	55	S3	1.191867815	-0.66660623	TVGs
TraesCS6D01G387000	508	S3	1.448328454	-0.521434258	TVGs
TraesCS6D01G392600	1248	S3	3.437359961	0.604475857	TVGs
TraesCS6D01G393200	1233	S3	1.225665825	-0.647474547	TVGs
TraesCS6D01G406500	394	S3	2.036099979	-0.188720621	TVGs
TraesCS7A01G049500	1835	S3	1.130084443	-0.701579293	TVGs
TraesCS7A01G053800	227	S3	1.98733512	-0.216324431	TVGs
TraesCS7A01G057900	20	S3	1.333642287	-0.586353448	TVGs
TraesCS7A01G081100	1218	S3	1.344357489	-0.580288007	TVGs
TraesCS7A01G090400	1534	S3	1.393645025	-0.55238833	TVGs
TraesCS7A01G108900	924	S3	2.673825216	0.172269786	TVGs
TraesCS7A01G161000	728	S3	2.635421395	0.15053094	TVGs
TraesCS7A01G185500	352	S3	1.902735001	-0.26421313	TVGs
TraesCS7A01G189500	988	S3	2.702908998	0.188732937	TVGs
TraesCS7A01G189600	158	S3	4.704435758	1.321716108	TVGs
TraesCS7A01G242600	690	S3	1.573201087	-0.450748921	TVGs
TraesCS7A01G287200	925	S3	1.153171529	-0.688510629	TVGs
TraesCS7A01G324600	873	S3	1.941851527	-0.24207085	TVGs
TraesCS7A01G351100	822	S3	1.191845232	-0.666619014	TVGs
TraesCS7A01G360300	1459	S3	2.952545676	0.330042142	TVGs
TraesCS7A01G365200	1689	S3	1.59342375	-0.439301692	TVGs
TraesCS7A01G379800	67	S3	1.977143505	-0.222093492	TVGs
TraesCS7A01G406500	492	S3	9.596947841	4.09116889	TVGs
TraesCS7A01G487900	1253	S3	1.064180234	-0.738884994	TVGs
TraesCS7A01G495400	243	S3	1.666494155	-0.397939497	TVGs
TraesCS7A01G498400	1925	S3	1.451795076	-0.519471943	TVGs
TraesCS7A01G568700	471	S3	2.011742222	-0.20250856	TVGs
TraesCS7B01G006800	1100	S3	2.257670222	-0.063298688	TVGs
TraesCS7B01G055200	516	S3	2.485827267	0.065851768	TVGs
TraesCS7B01G056600	1855	S3	3.655769998	0.728108926	TVGs
TraesCS7B01G066000	954	S3	3.002597181	0.35837427	TVGs
TraesCS7B01G097000	806	S3	1.343515012	-0.580764899	TVGs
TraesCS7B01G098500	91	S3	1.353055238	-0.575364563	TVGs
TraesCS7B01G109100	238	S3	5.217645108	1.612223119	TVGs
TraesCS7B01G130900	186	S3	6.655844541	2.426329524	TVGs
TraesCS7B01G149000	652	S3	1.933579592	-0.246753257	TVGs
TraesCS7B01G160200	673	S3	1.038202824	-0.753589753	TVGs
TraesCS7B01G162300	1481	S3	1.115760406	-0.70968755	TVGs
TraesCS7B01G200400	164	S3	4.417011263	1.159016751	TVGs
TraesCS7B01G241100	13	S3	1.362862176	-0.569813253	TVGs
TraesCS7B01G244800	126	S3	1.156437286	-0.686662017	TVGs
TraesCS7B01G277700	177	S3	1.883893735	-0.274878407	TVGs
TraesCS7B01G318800	424	S3	1.476503563	-0.50548547	TVGs
TraesCS7B01G351000	1481	S3	5.137360718	1.56677738	TVGs
TraesCS7B01G378900	114	S3	3.210931079	0.476303645	TVGs
TraesCS7B01G408400	302	S3	7.48846755	2.89764366	TVGs
TraesCS7B01G440900	1562	S3	2.484901402	0.065327673	TVGs
TraesCS7B01G442200	302	S3	2.127443404	-0.137014811	TVGs
TraesCS7B01G452700	709	S3	1.79732518	-0.323881357	TVGs
TraesCS7B01G455000	1745	S3	3.120850383	0.425312614	TVGs
TraesCS7B01G459700	791	S3	1.378105237	-0.561184774	TVGs
TraesCS7D01G010000	1937	S3	1.172545904	-0.677543581	TVGs
TraesCS7D01G063900	271	S3	2.263636814	-0.059921242	TVGs
TraesCS7D01G086400	1567	S3	1.092672851	-0.722756479	TVGs
TraesCS7D01G162300	703	S3	3.018418753	0.36733022	TVGs
TraesCS7D01G182700	1780	S3	1.997144329	-0.210771836	TVGs
TraesCS7D01G190700	154	S3	4.451650808	1.178624794	TVGs
TraesCS7D01G194500	92	S3	1.210248495	-0.656201672	TVGs
TraesCS7D01G276100	117	S3	1.523342843	-0.478971653	TVGs
TraesCS7D01G289900	1216	S3	1.214540542	-0.653772118	TVGs
TraesCS7D01G309400	1173	S3	2.260309734	-0.061804567	TVGs
TraesCS7D01G318600	1910	S3	1.814559631	-0.314125633	TVGs
TraesCS7D01G339600	1243	S3	2.535587242	0.094018873	TVGs
TraesCS7D01G372600	153	S3	1.780881382	-0.333189524	TVGs
TraesCS7D01G380100	1214	S3	1.781767631	-0.332687855	TVGs
TraesCS7D01G411300	416	S3	1.349410232	-0.577427854	TVGs
TraesCS7D01G463000	159	S3	4.512748034	1.213209457	TVGs
TraesCS7D01G464800	121	S3	3.018918083	0.367612871	TVGs
TraesCS7D01G465500	345	S3	1.40383093	-0.546622502	TVGs
TraesCS7D01G466600	10	S3	2.650705873	0.159182863	TVGs
TraesCS7D01G475300	66	S3	3.239025057	0.492206507	TVGs
TraesCS7D01G506300	1714	S3	1.162621838	-0.683161192	TVGs
TraesCSU01G022800	1331	S3	2.620801697	0.142255322	TVGs
TraesCSU01G046400	331	S3	1.848589024	-0.294862973	TVGs
TraesCSU01G052700	829	S3	2.189486318	-0.101894832	TVGs
TraesCSU01G075000	482	S3	7.840265819	3.096782401	TVGs
TraesCSU01G092100	1083	S3	2.82716445	0.259068912	TVGs
TraesCSU01G127800	1155	S3	2.866557141	0.281367517	TVGs
TraesCSU01G156400	331	S3	1.848589024	-0.294862973	TVGs
TraesCS1A01G025100	1732	S4	1.488350375	-0.49877947	TVGs
TraesCS1A01G031300	397	S4	2.386338666	0.009535303	TVGs
TraesCS1B01G038700	385	S4	1.890855709	-0.270937515	TVGs
TraesCS1B01G250900	1480	S4	3.294886438	0.523827371	TVGs
TraesCS1B01G388800	289	S4	1.222504936	-0.649263798	TVGs
TraesCS1D01G032700	397	S4	2.44777277	0.044310659	TVGs
TraesCS2A01G127300	1413	S4	1.908479019	-0.260961674	TVGs
TraesCS2A01G128800	965	S4	1.639927926	-0.412977563	TVGs
TraesCS2B01G150900	610	S4	2.165947639	-0.115219124	TVGs
TraesCS2B01G444700	1378	S4	1.102766758	-0.717042727	TVGs
TraesCS2D01G131300	636	S4	2.23540168	-0.075904007	TVGs
TraesCS2D01G344200	1252	S4	2.918867881	0.310978507	TVGs
TraesCS2D01G393800	630	S4	6.901476883	2.565372036	TVGs
TraesCS2D01G595000	1485	S4	1.637330486	-0.414447868	TVGs
TraesCS3A01G248200	1413	S4	1.844514417	-0.297169442	TVGs
TraesCS3A01G274400	219	S4	8.35698508	3.389276231	TVGs
TraesCS3A01G289200	153	S4	2.616319722	0.139718257	TVGs
TraesCS3B01G308100	221	S4	10.28267135	4.479329174	TVGs
TraesCS3B01G555500	361	S4	1.257010979	-0.629731326	TVGs
TraesCS3D01G289000	153	S4	2.428764503	0.03355085	TVGs
TraesCS3D01G358700	714	S4	1.440250261	-0.526006995	TVGs
TraesCS3D01G399300	31	S4	1.412258261	-0.541852132	TVGs
TraesCS4A01G113900	245	S4	7.05168555	2.650399074	TVGs
TraesCS4A01G209100	1740	S4	3.218401504	0.48053235	TVGs
TraesCS4B01G112700	1725	S4	3.68228859	0.743120027	TVGs
TraesCS4D01G110200	1859	S4	3.730751347	0.770552829	TVGs
TraesCS5A01G315900	973	S4	1.402890546	-0.547154816	TVGs
TraesCS5A01G386400	1971	S4	1.388269579	-0.555431152	TVGs
TraesCS5A01G386500	1869	S4	1.341662573	-0.581813489	TVGs
TraesCS5B01G046000	223	S4	8.435847262	3.433916915	TVGs
TraesCS5B01G103400	40	S4	1.654911727	-0.40449584	TVGs
TraesCS5B01G563900	126	S4	1.722141366	-0.366439867	TVGs
TraesCS5D01G110200	40	S4	1.238015053	-0.640484149	TVGs
TraesCS5D01G183100	1406	S4	1.613984015	-0.427663359	TVGs
TraesCS6A01G047600	1158	S4	2.592475715	0.126221131	TVGs
TraesCS6D01G345800	83	S4	2.063185855	-0.173388405	TVGs
TraesCS7A01G239700	1201	S4	1.155147828	-0.687391927	TVGs
TraesCS7A01G284700	168	S4	4.663291189	1.298425835	TVGs
TraesCS7A01G360400	122	S4	16.9532938	8.255298164	TVGs
TraesCS7B01G020000	1580	S4	1.306295756	-0.601833211	TVGs
TraesCS7B01G038300	1080	S4	1.396118214	-0.550988358	TVGs
TraesCS1A01G059200	415	S4	1.971062303	-0.225535814	TVGs
TraesCS1B01G011500	1564	S4	1.974786252	-0.223427837	TVGs
TraesCS1B01G194700	174	S4	2.440662845	0.040286019	TVGs
TraesCS1D01G007800	31	S4	2.034766141	-0.189475653	TVGs
TraesCS1D01G189800	164	S4	2.166362433	-0.114984326	TVGs
TraesCS2B01G474000	853	S4	1.359553682	-0.571686058	TVGs
TraesCS3A01G107200	540	S4	5.722039822	1.897740522	TVGs
TraesCS3A01G136900	226	S4	2.31696722	-0.029733061	TVGs
TraesCS3A01G137000	120	S4	1.902624181	-0.26427586	TVGs
TraesCS3A01G281600	36	S4	2.307960611	-0.034831337	TVGs
TraesCS3B01G357500	880	S4	3.626950108	0.711795155	TVGs
TraesCS3B01G383500	383	S4	1.10419016	-0.716236997	TVGs
TraesCS3D01G036900	1967	S4	1.325684929	-0.590857786	TVGs
TraesCS3D01G351900	172	S4	11.97743335	5.438665249	TVGs
TraesCS4A01G103900	136	S4	1.053983754	-0.744656808	TVGs
TraesCS4A01G177600	820	S4	5.52191624	1.784458674	TVGs
TraesCS4A01G294400	45	S4	2.734398505	0.20655787	TVGs
TraesCS4B01G018900	46	S4	3.895546629	0.863836758	TVGs
TraesCS4B01G200000	129	S4	2.883937251	0.291205693	TVGs
TraesCS4D01G134900	866	S4	3.485715256	0.63184783	TVGs
TraesCS4D01G201100	129	S4	1.7794005	-0.334027792	TVGs
TraesCS4D01G243000	545	S4	12.05378309	5.481883742	TVGs
TraesCS5A01G385500	17	S4	1.981620409	-0.219559298	TVGs
TraesCS5B01G232900	6	S4	2.78125952	0.233083991	TVGs
TraesCS5B01G462100	81	S4	1.773309198	-0.337475831	TVGs
TraesCS5B01G549700	233	S4	2.0267551	-0.194010379	TVGs
TraesCS5D01G463900	48	S4	1.274122053	-0.62004544	TVGs
TraesCS6B01G032400	535	S4	2.986129362	0.349052505	TVGs
TraesCS6B01G222000	19	S4	1.612494797	-0.428506345	TVGs
TraesCS6B01G352500	181	S4	2.150543205	-0.12393895	TVGs
TraesCS6D01G140900	1140	S4	1.560517705	-0.45792847	TVGs
TraesCS7A01G017800	135	S4	3.830023017	0.826746498	TVGs
TraesCS7A01G018000	152	S4	2.810276304	0.249509217	TVGs
TraesCS7A01G392200	630	S4	6.754544156	2.482199375	TVGs
